video_id,desc,author,author_id,author_homepage,create_time,tags,digg_count,comment_count,share_count,video_url
7515818787065679158,地理——纬度带（低、中、高） #匠心地理 #地理 #纬度带 #纬度 #张靓颖九万字,匠心地理,109353724777,https://www.douyin.com/user/MS4wLjABAAAApMehDHnzQos9KHl-jFMnsZ-75jl4rydkFd6WXCQ105o,2025-06-14 22:59:28,"匠心地理, 地理, 纬度带, 纬度, 张靓颖九万字",64138,921,4359,https://www.douyin.com/video/7515818787065679158
7505585610082585906,鹤岗：你素未谋面的家乡，被骗到这里的人，如今都怎么样了？ #鹤岗 #带你看世界 #房子 #地理,地理热叭,3430128793704328,https://www.douyin.com/user/MS4wLjABAAAApz3JEvVehqm69G5d7MHIOe4XpT27SCxAPPwrJhgrNQc2ipVR2o45J5tMUtnqc6Av,2025-05-18 09:09:54,"鹤岗, 带你看世界, 房子, 地理",14397,2086,2454,https://www.douyin.com/video/7505585610082585906
7507184605884157236,中国即将建成全球最大海上机场，超越美国日本，斩获多项世界第一 #地理知识 #三维地理世界 #通过地图看世界 #大连 #金州湾机场,西说地理,3887528813792451,https://www.douyin.com/user/MS4wLjABAAAAIXtOKtF_E7cmIe37wwbXYqj07RpGS0VRsCu19K4vH5b4cagpiyH_gnqOQQwRRFRH,2025-05-22 16:33:06,"地理知识, 三维地理世界, 通过地图看世界, 大连, 金州湾机场",15130,2335,7397,https://www.douyin.com/video/7507184605884157236
7513144916663471400,山东省——最强的六边形战士！ #山东 #创作训练营 #抖音精选 #科普,老五地理,68276086160,https://www.douyin.com/user/MS4wLjABAAAA2eif0jBybogsn3xypZvHP7NAtzWniYlB154kUAz9Azw,2025-06-07 18:01:08,"山东, 创作训练营, 抖音精选, 科普",53993,4918,29140,https://www.douyin.com/video/7513144916663471400
7520602074065800467,美加边境——世界上最奇葩的边境线 #地理趣闻 #美加边境,地理图鉴,1271489049921672,https://www.douyin.com/user/MS4wLjABAAAAeWUauzZI5qsoJCAf0Nc9Se3Z1X4iDtJBEmJ8RK-aVSk3vLyVwkOaL_ro4aT1lXHn,2025-06-27 20:17:30,"地理趣闻, 美加边境",1863,23,40,https://www.douyin.com/video/7520602074065800467
7520798039083109678,如果富士山喷发，日本遭遇“灭顶之灾”，我们该无条件接受难民吗 #地理科普 #富士山 #日本 #三维地图看世界 #手推地球,地理研究馆,3688183251075981,https://www.douyin.com/user/MS4wLjABAAAAWRvCo9un9WFnaVS0QHFzX3msDAeludMtwaepGSJWM9DVMCKxTzVoKChh984Qd0bd,2025-06-28 11:00:00,"地理科普, 富士山, 日本, 三维地图看世界, 手推地球",957,325,58,https://www.douyin.com/video/7520798039083109678
7486148530315349275,湖北，我国最高冷的省份！ #地理 #湖北 #湖北dou知道 #武汉#地理知识,环球地理,83734254098,https://www.douyin.com/user/MS4wLjABAAAAuIg0zUtMb6_wCla0_cu9IJLY-qfyD3ZuhqRR624mi3Q,2025-03-27 07:07:00,"地理, 湖北, 湖北dou知道, 武汉, 地理知识",72594,55578,15455,https://www.douyin.com/video/7486148530315349275
7518403420634500393,地理——中国河流 #地理 #匠心地理 #科普 #中国河流 #风月绵绵,匠心地理,109353724777,https://www.douyin.com/user/MS4wLjABAAAApMehDHnzQos9KHl-jFMnsZ-75jl4rydkFd6WXCQ105o,2025-06-21 22:05:23,"地理, 匠心地理, 科普, 中国河流, 风月绵绵",21247,257,1079,https://www.douyin.com/video/7518403420634500393
7520980670185753898,世界客观上允许中国成为发达国家 有人以世界现在的发达国家群体只有10亿人口，而中国有近14亿人口，认为中国如果成为发达国家，会使发达国家人口总量倍增，会导致世界的自然资源不够用。这样的想法有道理吗？这,天文地理,1403391455798167,https://www.douyin.com/user/MS4wLjABAAAA2Z2v2FwJFUlRaAyjmDu9HGaCmVDwpFTdeEekNBCpaMwr-jqMfcD1WpWhGuO-BDpq,2025-06-28 20:46:25,,15,1,0,https://www.douyin.com/video/7520980670185753898
7502016909724208399,江西是个怎样的省份，为什么他周围强省遍布，却唯独把他忘了#地图 #地理#科普#江西,唱地理,7443304610180367418,https://www.douyin.com/user/MS4wLjABAAAA5X3hU5KE3W9UF_O4XxE4ZQfDIMu7DYn8XJcpIctVGlPrgCrUT8Tyq3nXHAY5YTcB,2025-05-08 18:17:26,"地图, 地理, 科普, 江西",10446,1324,2047,https://www.douyin.com/video/7502016909724208399
