source_url,resolved_url,user_id,sec_user_id,nickname,unique_id,signature,gender,age,address,follower_count,following_count,aweme_count,total_favorited
https://www.douyin.com/user/MS4wLjABAAAAqw1C3jY9-4yN52oph1CXAGRWJZhAa81D7lJ65Sx00v7UENSTxfqK2RUuz3H7Ndog,https://www.douyin.com/user/MS4wLjABAAAAqw1C3jY9-4yN52oph1CXAGRWJZhAa81D7lJ65Sx00v7UENSTxfqK2RUuz3H7Ndog,,MS4wLjABAAAAqw1C3jY9-4yN52oph1CXAGRWJZhAa81D7lJ65Sx00v7UENSTxfqK2RUuz3H7Ndog,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAt6jy3zulz21xarPkb7GiHfEiH8m5IwdL8aPqcAVOJ-8,https://www.douyin.com/user/MS4wLjABAAAAt6jy3zulz21xarPkb7GiHfEiH8m5IwdL8aPqcAVOJ-8,,MS4wLjABAAAAt6jy3zulz21xarPkb7GiHfEiH8m5IwdL8aPqcAVOJ-8,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAA32JEoS5N-R2h3aDLXTeavcbAD8zJqzSfSALXsvWUlTef0A3jX17P2T5iPj1ovPf4,https://www.douyin.com/user/MS4wLjABAAAA32JEoS5N-R2h3aDLXTeavcbAD8zJqzSfSALXsvWUlTef0A3jX17P2T5iPj1ovPf4,,MS4wLjABAAAA32JEoS5N-R2h3aDLXTeavcbAD8zJqzSfSALXsvWUlTef0A3jX17P2T5iPj1ovPf4,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAOCLpbyt9s82x7vFE_VU42_p-r5XGkG8yB27-i8go74ZZmQScV4owyP6uHuCylYiU,https://www.douyin.com/user/MS4wLjABAAAAOCLpbyt9s82x7vFE_VU42_p-r5XGkG8yB27-i8go74ZZmQScV4owyP6uHuCylYiU,,MS4wLjABAAAAOCLpbyt9s82x7vFE_VU42_p-r5XGkG8yB27-i8go74ZZmQScV4owyP6uHuCylYiU,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAkd1PhokASv8sGmzZofNBSfL_E1puBBAL5mHFrUfeitg,https://www.douyin.com/user/MS4wLjABAAAAkd1PhokASv8sGmzZofNBSfL_E1puBBAL5mHFrUfeitg,,MS4wLjABAAAAkd1PhokASv8sGmzZofNBSfL_E1puBBAL5mHFrUfeitg,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAARZcFtvl5Gx2iqtmU3KtWvR0VGdCJ_mGZn2pdUMw9Jzw,https://www.douyin.com/user/MS4wLjABAAAARZcFtvl5Gx2iqtmU3KtWvR0VGdCJ_mGZn2pdUMw9Jzw,,MS4wLjABAAAARZcFtvl5Gx2iqtmU3KtWvR0VGdCJ_mGZn2pdUMw9Jzw,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAxG-og2Q6H0H3qzvFBA4Qx4O0R2fBWrU18sxsqV6e6I0,https://www.douyin.com/user/MS4wLjABAAAAxG-og2Q6H0H3qzvFBA4Qx4O0R2fBWrU18sxsqV6e6I0,,MS4wLjABAAAAxG-og2Q6H0H3qzvFBA4Qx4O0R2fBWrU18sxsqV6e6I0,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAoMF0FxdgOR1wdY1PrjZFlVrpiCr88re8vFqOSH9gH0k,https://www.douyin.com/user/MS4wLjABAAAAoMF0FxdgOR1wdY1PrjZFlVrpiCr88re8vFqOSH9gH0k,,MS4wLjABAAAAoMF0FxdgOR1wdY1PrjZFlVrpiCr88re8vFqOSH9gH0k,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAhtjhrVUoaMtDH_dYufFTxJEh1PHLFcRL5XozWy4MmmQ,https://www.douyin.com/user/MS4wLjABAAAAhtjhrVUoaMtDH_dYufFTxJEh1PHLFcRL5XozWy4MmmQ,,MS4wLjABAAAAhtjhrVUoaMtDH_dYufFTxJEh1PHLFcRL5XozWy4MmmQ,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAm0bwmzZrKGprvwmnWXCAypCqdqrVmn9pG_ucc7mbjHIYGH5qKDgVKnYlmsj6r-NZ,https://www.douyin.com/user/MS4wLjABAAAAm0bwmzZrKGprvwmnWXCAypCqdqrVmn9pG_ucc7mbjHIYGH5qKDgVKnYlmsj6r-NZ,,MS4wLjABAAAAm0bwmzZrKGprvwmnWXCAypCqdqrVmn9pG_ucc7mbjHIYGH5qKDgVKnYlmsj6r-NZ,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAFLiU7BSSGKleJ6lkprNLcvgYIDnsUgLiMLOvdgm4xF4,https://www.douyin.com/user/MS4wLjABAAAAFLiU7BSSGKleJ6lkprNLcvgYIDnsUgLiMLOvdgm4xF4,,MS4wLjABAAAAFLiU7BSSGKleJ6lkprNLcvgYIDnsUgLiMLOvdgm4xF4,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAIXtOKtF_E7cmIe37wwbXYqj07RpGS0VRsCu19K4vH5b4cagpiyH_gnqOQQwRRFRH,https://www.douyin.com/user/MS4wLjABAAAAIXtOKtF_E7cmIe37wwbXYqj07RpGS0VRsCu19K4vH5b4cagpiyH_gnqOQQwRRFRH,,MS4wLjABAAAAIXtOKtF_E7cmIe37wwbXYqj07RpGS0VRsCu19K4vH5b4cagpiyH_gnqOQQwRRFRH,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAAPUG08xj-oo8FJcryGOGHXb18vGmgnqyyJIctPvhN-iI,https://www.douyin.com/user/MS4wLjABAAAAPUG08xj-oo8FJcryGOGHXb18vGmgnqyyJIctPvhN-iI,,MS4wLjABAAAAPUG08xj-oo8FJcryGOGHXb18vGmgnqyyJIctPvhN-iI,,,,Unknown,Unknown,Unknown,0,0,0,0
https://www.douyin.com/user/MS4wLjABAAAA9VFkagP-2qqo8rUyYdpic5ac9VS3u2P_un1ejDKgZyg,https://www.douyin.com/user/MS4wLjABAAAA9VFkagP-2qqo8rUyYdpic5ac9VS3u2P_un1ejDKgZyg,,MS4wLjABAAAA9VFkagP-2qqo8rUyYdpic5ac9VS3u2P_un1ejDKgZyg,,,,Unknown,Unknown,Unknown,0,0,0,0
